"Year","Week","ABW","AIA","ARG","ATG","BES","BHS","BLZ","BMU","BOL","BRA","BRB","CAN","CHL","COL","CRI","CUB","CUW","CYM","DMA","DOM","ECU","FLK","GLP","GRD","GRL","GTM","GUF","GUY","HND","HTI","JAM","KNA","LCA","MEX","MSR","MTQ","NIC","PAN","PER","PRI","PRY","SLV","SPM","SUR","SXM","TCA","TTO","URY","USA","VCT","VEN","VGB","VIR"
2016,31,0,0,0,6,0,7,20,0,0,461,2,0,0,409,193,0,33,10,15,9,103,0,821,9,0,0,63,0,560,0,257,0,0,0,0,254,757,37,0,1842,3,0,0,5,10,7,0,0,0,37,553,0,86
2016,32,0,2,0,18,0,18,38,0,5,404,7,0,0,337,290,0,45,16,12,12,65,0,744,30,0,0,69,0,388,0,197,0,0,0,0,247,731,44,0,2099,2,0,0,5,8,9,0,0,0,54,452,2,73
2016,33,0,1,2,34,0,36,51,0,4,288,19,0,0,313,403,0,52,20,14,10,73,0,600,53,0,0,77,0,429,0,182,0,0,0,0,264,839,51,0,2357,2,0,0,0,3,7,0,0,0,39,452,4,74
2016,34,0,1,3,53,0,21,63,0,7,289,10,0,0,253,506,0,70,16,14,4,39,0,400,8,0,0,26,0,293,0,110,0,0,0,0,325,717,51,5,2260,3,0,0,4,3,6,0,0,0,39,372,10,67
2016,35,0,1,3,31,0,28,31,0,1,289,4,0,0,253,559,0,57,15,15,5,33,0,374,0,0,0,74,0,222,0,92,0,0,0,0,227,652,37,0,2080,4,0,0,4,9,5,0,0,0,33,261,14,75
2016,36,0,0,8,77,0,42,38,0,2,231,6,0,0,217,576,0,84,21,6,8,33,0,374,2,0,0,75,0,187,0,64,0,0,0,0,301,514,60,5,1858,8,0,0,0,14,6,0,0,0,28,261,0,95
2016,37,0,1,2,49,0,30,32,0,1,231,24,0,0,144,407,0,70,9,5,10,26,0,308,3,0,0,33,0,126,0,53,0,0,0,0,149,295,51,5,1743,2,0,0,4,19,7,0,0,0,9,201,0,82
2016,38,0,3,0,63,0,21,50,0,2,173,10,0,0,169,323,0,76,5,2,5,14,0,339,1,0,0,38,0,111,0,56,0,0,0,0,108,284,72,15,1327,0,0,0,6,8,11,0,0,0,4,141,0,73
2016,39,0,0,0,33,0,11,48,0,2,230,15,0,0,132,384,0,52,11,5,5,16,0,92,1,0,0,21,0,136,0,51,0,0,0,0,95,252,56,26,1248,2,0,0,7,11,5,0,0,0,5,80,0,71
2016,40,0,0,0,42,0,6,26,0,4,230,16,0,0,132,347,0,80,5,1,8,11,0,118,0,0,0,26,0,40,0,41,0,0,0,0,78,241,78,32,1228,1,0,0,0,9,8,0,0,0,3,111,15,69
2016,41,0,2,0,31,0,8,25,0,2,173,24,0,0,120,321,0,88,5,3,1,10,0,51,1,0,0,62,0,66,0,33,0,0,0,0,64,205,82,24,970,0,0,0,0,7,9,0,0,0,0,70,12,78
2016,42,0,0,0,10,0,7,28,0,0,231,13,0,0,132,239,0,164,2,0,3,8,0,41,0,0,0,34,0,50,0,33,0,0,0,0,44,197,71,54,951,2,0,0,0,20,13,0,0,0,1,80,0,79
2016,43,0,0,0,22,0,7,35,0,0,231,3,0,0,96,285,0,203,3,0,3,9,0,10,0,0,0,62,0,35,0,32,0,0,0,0,27,137,64,124,812,2,0,0,0,14,16,0,0,0,1,80,2,68
2016,44,0,1,0,7,0,7,9,0,9,288,6,0,0,108,262,0,316,1,4,3,5,0,21,0,0,0,22,0,35,0,20,0,0,0,1,27,113,56,66,733,2,0,0,0,3,3,0,0,0,0,50,4,58
2016,45,0,0,0,3,0,6,16,0,7,231,0,0,0,60,228,0,351,1,0,3,8,0,5,0,0,0,15,0,35,0,23,0,0,0,0,14,98,86,83,535,2,0,0,0,5,5,0,0,0,0,40,5,48
2016,46,0,0,0,1,0,1,10,0,4,230,2,0,0,84,189,0,297,2,0,3,5,0,21,0,0,0,46,0,45,0,13,0,0,0,0,24,78,94,95,475,2,0,0,0,6,8,0,0,0,0,30,0,58
2016,47,0,3,0,9,0,2,5,0,11,288,1,0,0,48,214,0,279,2,0,1,8,0,56,0,0,0,14,0,15,0,10,0,0,0,0,17,89,117,91,422,8,0,0,0,3,5,0,0,0,0,30,0,34
2016,48,0,0,0,0,0,5,6,0,15,231,2,0,0,60,203,0,262,1,0,0,8,0,10,0,0,0,24,0,15,0,17,0,0,0,0,14,50,98,82,376,1,0,0,0,4,2,0,0,0,0,30,0,33
2016,49,0,1,0,0,0,0,21,0,11,231,0,0,0,72,145,0,223,0,0,0,8,0,5,2,0,0,19,0,25,0,8,0,0,0,3,20,34,140,59,327,4,0,0,0,5,0,0,0,0,0,20,0,27
2016,50,0,0,0,0,0,6,28,0,15,173,2,0,0,48,135,0,129,2,0,3,13,0,5,1,0,0,22,0,15,0,8,0,0,0,4,27,17,152,108,297,11,0,0,0,11,1,0,0,0,0,10,0,23
2016,51,0,1,0,0,0,2,22,0,15,115,0,0,0,36,119,0,43,3,0,0,9,0,36,0,0,0,7,0,15,0,3,0,0,0,6,3,34,117,104,211,3,0,0,0,5,1,0,0,0,0,20,0,25
2016,52,0,1,0,0,0,0,13,0,6,0,0,0,0,0,109,0,44,1,0,6,16,0,0,0,0,0,19,0,15,0,8,0,0,0,1,3,11,124,123,158,16,0,0,0,2,1,0,0,0,0,30,0,21
